,path_dets,prep_time,normalize,inference,nms
0,"image 1/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000139.jpg: 960x960 2 persons, 1 wine glass, 4 chairs, 2 potted plants, 3 dining tables, 2 tvs, 1 refrigerator, 1 book, 1 clock, 5 vases, ",0.015732765197753906,0.015520334243774414,0.577979564666748,0.0
1,image 2/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000285.jpg: 960x960 ,0.031244754791259766,0.015520334243774414,1.1715986728668213,0.0
2,"image 3/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000632.jpg: 960x960 1 bottle, 1 chair, 2 potted plants, 1 bed, 3 books, ",0.015610456466674805,0.015520334243774414,1.7652192115783691,0.0
3,"image 4/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000724.jpg: 960x960 1 car, 1 truck, 2 stop signs, ",0.015609264373779297,0.015520334243774414,2.358863115310669,0.0
4,"image 5/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000776.jpg: 960x960 2 teddy bears, ",0.015588760375976562,0.015520334243774414,3.014960289001465,0.0
5,"image 6/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000785.jpg: 960x960 1 person, 1 skis, ",0.015619993209838867,0.015520334243774414,3.59295916557312,0.0
6,"image 7/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000802.jpg: 960x960 1 oven, 1 refrigerator, ",0.015612602233886719,0.015520334243774414,4.170993804931641,0.0
7,"image 8/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000872.jpg: 960x960 2 persons, 1 sports ball, ",0.015605926513671875,0.031119585037231445,4.748995780944824,0.0
8,"image 9/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000885.jpg: 960x960 11 persons, 1 tennis racket, ",0.015601158142089844,0.031119585037231445,5.342616319656372,0.0
9,"image 10/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001000.jpg: 960x960 13 persons, 1 backpack, 3 handbags, 1 baseball glove, 3 tennis rackets, ",0.015614986419677734,0.04674887657165527,5.936250448226929,0.01559305191040039
10,"image 11/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001268.jpg: 960x960 4 persons, 2 boats, 1 bird, 1 handbag, ",0.015620708465576172,0.04674887657165527,6.5611371994018555,0.031182050704956055
11,"image 12/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001296.jpg: 960x960 3 persons, 2 cell phones, ",0.015616178512573242,0.04674887657165527,7.186003923416138,0.031182050704956055
12,"image 13/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001353.jpg: 960x960 4 persons, 1 suitcase, 1 chair, ",0.015621662139892578,0.04674887657165527,7.795235633850098,0.04680323600769043
13,"image 14/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001425.jpg: 960x960 1 cup, 1 sandwich, ",0.03124380111694336,0.04674887657165527,8.404469013214111,0.04680323600769043
14,"image 15/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001490.jpg: 960x960 1 person, 1 surfboard, ",0.01562047004699707,0.06236863136291504,8.998116493225098,0.062422752380371094
15,"image 16/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001503.jpg: 960x960 1 tv, 1 laptop, 2 mouses, 1 keyboard, ",0.015587329864501953,0.06236863136291504,9.591731071472168,0.07804203033447266
16,"image 17/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001532.jpg: 960x960 7 cars, 2 trucks, ",0.03124213218688965,0.06236863136291504,10.200974702835083,0.07804203033447266
17,"image 18/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001584.jpg: 960x960 9 persons, 3 buss, 2 birds, ",0.031233549118041992,0.06236863136291504,10.825824737548828,0.07804203033447266
18,"image 19/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001675.jpg: 960x960 1 cat, ",0.015624284744262695,0.07799315452575684,11.435093641281128,0.09362411499023438
19,"image 20/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001761.jpg: 960x960 2 airplanes, 2 boats, 1 kite, ",0.01562190055847168,0.07799315452575684,12.05995512008667,0.10924005508422852
20,"image 21/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001818.jpg: 960x960 2 zebras, ",0.015619039535522461,0.07799315452575684,12.669186353683472,0.10924005508422852
21,"image 22/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001993.jpg: 960x960 2 chairs, 1 bed, 2 dining tables, ",0.015620946884155273,0.07799315452575684,13.278419494628906,0.10924005508422852
22,"image 23/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000002006.jpg: 960x960 3 persons, 1 bus, 1 traffic light, 1 tie, ",0.0312800407409668,0.09362387657165527,13.871983289718628,0.12486553192138672
23,"image 24/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000002149.jpg: 960x960 5 apples, ",0.01562190055847168,0.09362387657165527,14.481209993362427,0.1404867172241211
24,"image 25/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000002153.jpg: 960x960 4 persons, 1 baseball bat, ",0.03128814697265625,0.09362387657165527,15.090396642684937,0.1404867172241211
25,"image 26/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000002157.jpg: 960x960 11 wine glasss, 3 knifes, 1 bowl, 3 sandwichs, 1 carrot, 1 cake, 2 dining tables, ",0.031244516372680664,0.09362387657165527,15.71525526046753,0.1404867172241211
26,"image 27/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000002261.jpg: 960x960 1 person, 1 surfboard, ",0.01561737060546875,0.1092534065246582,16.324517250061035,0.15607070922851562
27,"image 28/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000002299.jpg: 960x960 17 persons, 4 ties, ",0.015624523162841797,0.1092534065246582,16.949370861053467,0.15607070922851562
28,"image 29/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000002431.jpg: 960x960 2 persons, 1 wine glass, 3 cups, 1 knife, 1 spoon, 1 bowl, 1 chair, ",0.015617847442626953,0.12487626075744629,17.558631658554077,0.15607070922851562
29,"image 30/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000002473.jpg: 960x960 4 persons, 1 skis, ",0.015590429306030273,0.14050912857055664,18.167856693267822,0.15607070922851562
30,"image 31/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000002532.jpg: 960x960 1 person, 1 skis, ",0.031241893768310547,0.14050912857055664,18.808331727981567,0.1716933250427246
31,image 32/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000002587.jpg: 960x960 ,0.015619993209838867,0.15613055229187012,19.44881534576416,0.1716933250427246
32,"image 33/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000002592.jpg: 960x960 2 cups, 2 knifes, ",0.031233787536621094,0.1717531681060791,20.089301109313965,0.1716933250427246
33,"image 34/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000002685.jpg: 960x960 7 persons, 8 bottles, 1 wine glass, 1 cup, ",0.04685354232788086,0.1717531681060791,20.745401620864868,0.1716933250427246
34,"image 35/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000002923.jpg: 960x960 3 birds, ",0.031243324279785156,0.1717531681060791,21.3702871799469,0.18728160858154297
35,"image 36/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000003156.jpg: 960x960 1 person, 1 toilet, ",0.015622377395629883,0.18738436698913574,21.979506254196167,0.18728160858154297
36,"image 37/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000003255.jpg: 960x960 7 persons, 1 backpack, 1 skis, ",0.015621423721313477,0.20301127433776855,22.57310914993286,0.20290184020996094
37,"image 38/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000003501.jpg: 960x960 2 broccolis, ",0.015625,0.21863317489624023,23.166718244552612,0.20290184020996094
38,"image 39/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000003553.jpg: 960x960 1 person, 1 bench, 1 skateboard, ",0.0312497615814209,0.21863317489624023,23.775941371917725,0.20290184020996094
39,"image 40/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000003661.jpg: 960x960 1 cup, 2 bananas, ",0.03124833106994629,0.21863317489624023,24.369582414627075,0.218491792678833
40,"image 41/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000003845.jpg: 960x960 1 cup, 2 forks, 3 broccolis, 4 carrots, 1 chair, ",0.015617132186889648,0.21863317489624023,24.978827238082886,0.218491792678833
41,"image 42/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000003934.jpg: 960x960 7 persons, 1 wine glass, 1 couch, 2 remotes, ",0.03123021125793457,0.21863317489624023,25.58810305595398,0.23407316207885742
